"year","round","date","time","region","venue","hteam","ateam","hscore","ascore"
2019,22,2019-08-17,"16:05:00","SA","Adelaide Oval","Adelaide","Collingwood",48,114
2019,22,2019-08-17,"14:10:00","QLD","Gabba","Brisbane Lions","Geelong",75,74
2019,22,2019-08-17,"13:45:00","VIC","M.C.G.","Carlton","St Kilda",78,68
2019,22,2019-08-17,"18:10:00","WA","Perth Stadium","Fremantle","Essendon",55,87
2019,22,2019-08-18,"15:20:00","NSW","Sydney Showground","Greater Western Sydney","Western Bulldogs",65,126
2019,22,2019-08-18,"16:40:00","VIC","Marvel Stadium","Hawthorn","Gold Coast",118,48
2019,22,2019-08-16,"19:50:00","VIC","M.C.G.","Melbourne","Sydney",42,95
2019,22,2019-08-17,"19:25:00","VIC","Marvel Stadium","North Melbourne","Port Adelaide",144,58
2019,22,2019-08-18,"13:10:00","VIC","M.C.G.","Richmond","West Coast",88,82
2019,23,2019-08-23,"19:50:00","VIC","M.C.G.","Collingwood","Essendon",76,65
2019,23,2019-08-24,"16:35:00","VIC","Kardinia Park","Geelong","Carlton",129,61
2019,23,2019-08-24,"19:25:00","QLD","Carrara","Gold Coast","Greater Western Sydney",55,127
2019,23,2019-08-24,"14:10:00","TAS","Bellerive Oval","North Melbourne","Melbourne",88,83
2019,23,2019-08-25,"16:10:00","SA","Adelaide Oval","Port Adelaide","Fremantle",110,67
2019,23,2019-08-25,"15:20:00","VIC","M.C.G.","Richmond","Brisbane Lions",82,55
2019,23,2019-08-24,"13:45:00","NSW","S.C.G.","Sydney","St Kilda",109,64
2019,23,2019-08-24,"17:10:00","WA","Perth Stadium","West Coast","Hawthorn",67,105
2019,23,2019-08-25,"13:10:00","VIC","Eureka Stadium","Western Bulldogs","Adelaide",121,87
2019,24,2019-09-07,"19:25:00","QLD","Gabba","Brisbane Lions","Richmond",65,112
2019,24,2019-09-06,"19:50:00","VIC","M.C.G.","Geelong","Collingwood",51,61
2019,24,2019-09-07,"15:20:00","NSW","Sydney Showground","Greater Western Sydney","Western Bulldogs",113,55
2019,24,2019-09-05,"18:10:00","WA","Perth Stadium","West Coast","Essendon",116,61
2019,25,2019-09-14,"19:25:00","QLD","Gabba","Brisbane Lions","Greater Western Sydney",80,83
2019,25,2019-09-13,"19:50:00","VIC","M.C.G.","Geelong","West Coast",88,68
2019,26,2019-09-21,"16:35:00","VIC","M.C.G.","Collingwood","Greater Western Sydney",52,56
2019,26,2019-09-20,"19:50:00","VIC","M.C.G.","Richmond","Geelong",85,66
2019,27,2019-09-28,"14:30:00","VIC","M.C.G.","Richmond","Greater Western Sydney",114,25
2020,1,2020-03-21,"16:35:00","SA","Adelaide Oval","Adelaide","Sydney",71,74
2020,1,2020-03-21,"14:10:00","VIC","Docklands","Essendon","Fremantle",63,57
2020,1,2020-03-21,"18:40:00","QLD","Carrara","Gold Coast","Port Adelaide",29,76
2020,1,2020-03-21,"19:40:00","NSW","Sydney Showground","Greater Western Sydney","Geelong",105,73
2020,1,2020-03-22,"15:35:00","VIC","M.C.G.","Hawthorn","Brisbane Lions",90,62
2020,1,2020-03-22,"13:05:00","VIC","Docklands","North Melbourne","St Kilda",56,54
2020,1,2020-03-19,"19:40:00","VIC","M.C.G.","Richmond","Carlton",105,81
2020,1,2020-03-22,"15:40:00","WA","Perth Stadium","West Coast","Melbourne",78,51
2020,1,2020-03-20,"19:50:00","VIC","Docklands","Western Bulldogs","Collingwood",34,86
2020,2,2020-06-13,"13:45:00","QLD","Gabba","Brisbane Lions","Fremantle",81,69
2020,2,2020-06-13,"16:35:00","VIC","Docklands","Carlton","Melbourne",53,54
2020,2,2020-06-11,"19:40:00","VIC","M.C.G.","Collingwood","Richmond",36,36
2020,2,2020-06-12,"19:50:00","VIC","Kardinia Park","Geelong","Hawthorn",108,47
2020,2,2020-06-13,"19:40:00","QLD","Carrara","Gold Coast","West Coast",90,46
2020,2,2020-06-14,"13:05:00","NSW","Sydney Showground","Greater Western Sydney","North Melbourne",60,80
2020,2,2020-06-13,"19:10:00","SA","Adelaide Oval","Port Adelaide","Adelaide",110,35
2020,2,2020-06-14,"18:05:00","VIC","Docklands","St Kilda","Western Bulldogs",88,49
2020,2,2020-06-14,"15:35:00","NSW","S.C.G.","Sydney","Essendon",73,79
2020,3,2020-06-20,"19:40:00","QLD","Gabba","Brisbane Lions","West Coast",74,44
2020,3,2020-06-20,"16:35:00","VIC","M.C.G.","Collingwood","St Kilda",81,37
2020,3,2020-06-21,"20:10:00","QLD","Carrara","Fremantle","Port Adelaide",41,70
2020,3,2020-06-20,"19:40:00","VIC","Kardinia Park","Geelong","Carlton",77,79
2020,3,2020-06-21,"15:05:00","QLD","Carrara","Gold Coast","Adelaide",82,29
2020,3,2020-06-20,"13:45:00","VIC","Docklands","North Melbourne","Sydney",60,71
2020,3,2020-06-18,"19:40:00","VIC","M.C.G.","Richmond","Hawthorn",39,71
2020,3,2020-06-19,"19:50:00","VIC","Docklands","Western Bulldogs","Greater Western Sydney",57,33
2020,4,2020-06-28,"13:05:00","QLD","Gabba","Brisbane Lions","Adelaide",83,46
2020,4,2020-06-27,"19:40:00","VIC","M.C.G.","Essendon","Carlton",51,52
2020,4,2020-06-27,"19:40:00","QLD","Carrara","Gold Coast","Fremantle",64,51
2020,4,2020-06-26,"19:50:00","NSW","Sydney Showground","Greater Western Sydney","Collingwood",66,64
2020,4,2020-06-28,"18:10:00","VIC","Docklands","Hawthorn","North Melbourne",58,54
2020,4,2020-06-28,"15:35:00","VIC","M.C.G.","Melbourne","Geelong",44,47
2020,4,2020-06-27,"13:45:00","QLD","Carrara","Port Adelaide","West Coast",89,41
2020,4,2020-06-27,"16:35:00","VIC","Docklands","St Kilda","Richmond",93,67
2020,4,2020-06-25,"19:40:00","NSW","S.C.G.","Sydney","Western Bulldogs",39,67
2020,5,2020-07-05,"13:05:00","QLD","Carrara","Adelaide","Fremantle",34,54
2020,5,2020-07-04,"19:40:00","QLD","Gabba","Brisbane Lions","Port Adelaide",85,48
2020,5,2020-07-02,"19:40:00","VIC","Docklands","Carlton","St Kilda",55,73
2020,5,2020-07-03,"19:50:00","VIC","M.C.G.","Collingwood","Essendon",48,63
2020,5,2020-07-04,"16:35:00","VIC","Kardinia Park","Geelong","Gold Coast",89,52
2020,5,2020-07-05,"18:10:00","NSW","Sydney Showground","Greater Western Sydney","Hawthorn",83,49
2020,5,2020-07-05,"15:35:00","VIC","M.C.G.","Melbourne","Richmond",52,79
2020,5,2020-07-04,"13:45:00","QLD","Carrara","West Coast","Sydney",77,43
2020,5,2020-07-04,"19:40:00","VIC","Docklands","Western Bulldogs","North Melbourne",87,38
2020,6,2020-07-12,"18:45:00","QLD","Carrara","Carlton","Western Bulldogs",103,51
2020,6,2020-07-10,"19:50:00","NSW","Sydney Showground","Collingwood","Hawthorn",59,27
2020,6,2020-07-11,"19:40:00","QLD","Carrara","Essendon","North Melbourne",67,53
2020,6,2020-07-11,"12:35:00","QLD","Carrara","Fremantle","St Kilda",79,73
2020,6,2020-07-09,"19:40:00","NSW","S.C.G.","Geelong","Brisbane Lions",73,46
2020,6,2020-07-11,"18:05:00","NSW","Sydney Showground","Melbourne","Gold Coast",80,63
2020,6,2020-07-12,"13:05:00","QLD","Carrara","Port Adelaide","Greater Western Sydney",63,46
2020,6,2020-07-12,"15:35:00","QLD","Gabba","Richmond","Sydney",34,26
2020,6,2020-07-11,"15:05:00","QLD","Gabba","West Coast","Adelaide",67,34
2020,7,2020-07-20,"19:10:00","SA","Adelaide Oval","Adelaide","St Kilda",55,78
2020,7,2020-07-19,"13:05:00","QLD","Gabba","Carlton","Port Adelaide",61,64
2020,7,2020-07-17,"19:50:00","QLD","Carrara","Essendon","Western Bulldogs",51,93
2020,7,2020-07-19,"16:35:00","WA","Perth Stadium","Fremantle","West Coast",32,62
2020,7,2020-07-16,"18:10:00","WA","Perth Stadium","Geelong","Collingwood",35,57
2020,7,2020-07-18,"13:45:00","NSW","Sydney Showground","Greater Western Sydney","Brisbane Lions",68,88
2020,7,2020-07-19,"15:35:00","NSW","Sydney Showground","Hawthorn","Melbourne",48,91
2020,7,2020-07-18,"19:40:00","QLD","Carrara","Richmond","North Melbourne",77,23
2020,7,2020-07-18,"16:35:00","NSW","S.C.G.","Sydney","Gold Coast",60,92
2020,8,2020-07-26,"12:35:00","SA","Adelaide Oval","Adelaide","Essendon",59,62
2020,8,2020-07-27,"18:10:00","WA","Perth Stadium","Fremantle","Geelong",16,48
2020,8,2020-07-23,"19:40:00","QLD","Carrara","Gold Coast","Western Bulldogs",46,51
2020,8,2020-07-24,"19:50:00","NSW","Sydney Showground","Greater Western Sydney","Richmond",62,50
2020,8,2020-07-26,"18:10:00","QLD","Carrara","Melbourne","Brisbane Lions",49,53
2020,8,2020-07-25,"13:05:00","QLD","Gabba","North Melbourne","Carlton",57,64
2020,8,2020-07-25,"19:10:00","SA","Adelaide Oval","Port Adelaide","St Kilda",44,73
2020,8,2020-07-25,"15:35:00","NSW","S.C.G.","Sydney","Hawthorn",60,53
2020,8,2020-07-26,"13:35:00","WA","Perth Stadium","West Coast","Collingwood",111,45
2020,9,2020-07-31,"15:40:00","WA","Perth Stadium","Carlton","Hawthorn",58,89
2020,9,2020-07-31,"20:10:00","QLD","Carrara","Essendon","Brisbane Lions",28,91
2020,9,2020-08-02,"16:10:00","WA","Perth Stadium","Fremantle","Collingwood",61,49
2020,9,2020-08-02,"15:35:00","QLD","Carrara","Gold Coast","Greater Western Sydney",35,61
2020,9,2020-07-30,"19:50:00","QLD","Gabba","Melbourne","Port Adelaide",32,83
2020,9,2020-08-01,"14:35:00","QLD","Carrara","North Melbourne","Adelaide",119,50
2020,9,2020-08-01,"17:10:00","QLD","Gabba","St Kilda","Sydney",101,48
2020,9,2020-08-01,"18:10:00","WA","Perth Stadium","West Coast","Geelong",73,64
2020,9,2020-07-29,"19:10:00","QLD","Carrara","Western Bulldogs","Richmond",49,90
2020,10,2020-08-05,"19:40:00","SA","Adelaide Oval","Adelaide","Melbourne",37,88
2020,10,2020-08-06,"17:40:00","QLD","Gabba","Collingwood","Sydney",50,41
2020,10,2020-08-07,"19:50:00","QLD","Carrara","Essendon","Greater Western Sydney",55,59
2020,10,2020-08-05,"17:40:00","QLD","Gabba","Geelong","North Melbourne",90,57
2020,10,2020-08-06,"20:10:00","QLD","Carrara","Gold Coast","St Kilda",74,78
2020,10,2020-08-03,"18:40:00","SA","Adelaide Oval","Port Adelaide","Western Bulldogs",55,42
2020,10,2020-08-04,"19:10:00","QLD","Carrara","Richmond","Brisbane Lions",82,41
2020,11,2020-08-11,"18:05:00","SA","Adelaide Oval","Adelaide","Collingwood",38,62
2020,11,2020-08-08,"19:40:00","QLD","Gabba","Brisbane Lions","Western Bulldogs",96,72
2020,11,2020-08-10,"18:40:00","WA","Perth Stadium","Fremantle","Hawthorn",48,32
2020,11,2020-08-12,"19:10:00","QLD","Carrara","Gold Coast","Essendon",73,73
2020,11,2020-08-09,"17:40:00","SA","Adelaide Oval","Melbourne","North Melbourne",92,35
2020,11,2020-08-08,"16:05:00","SA","Adelaide Oval","Port Adelaide","Richmond",93,72
2020,11,2020-08-10,"18:10:00","QLD","Gabba","St Kilda","Geelong",34,93
2020,11,2020-08-09,"13:35:00","WA","Perth Stadium","West Coast","Carlton",72,50
2020,12,2020-08-15,"18:10:00","WA","Perth Stadium","Fremantle","Carlton",36,40
2020,12,2020-08-14,"19:50:00","QLD","Carrara","Geelong","Port Adelaide",91,31
2020,12,2020-08-15,"17:10:00","QLD","Gabba","Melbourne","Collingwood",100,44
2020,12,2020-08-15,"14:35:00","QLD","Carrara","North Melbourne","Brisbane Lions",52,53
2020,12,2020-08-17,"19:10:00","QLD","Gabba","Richmond","Gold Coast",53,32
2020,12,2020-08-16,"15:35:00","QLD","Gabba","St Kilda","Essendon",68,33
2020,12,2020-08-13,"18:10:00","WA","Perth Stadium","Sydney","Greater Western Sydney",66,25
2020,12,2020-08-16,"16:10:00","WA","Perth Stadium","West Coast","Hawthorn",81,49
2020,12,2020-08-16,"13:05:00","QLD","Carrara","Western Bulldogs","Adelaide",111,54
2020,13,2020-08-23,"12:35:00","SA","Adelaide Oval","Adelaide","Geelong",37,65
2020,13,2020-08-23,"15:35:00","QLD","Gabba","Brisbane Lions","St Kilda",50,48
2020,13,2020-08-24,"19:10:00","QLD","Gabba","Collingwood","North Melbourne",65,35
2020,13,2020-08-22,"19:15:00","NT","Marrara Oval","Essendon","Richmond",61,73
2020,13,2020-08-22,"18:10:00","WA","Perth Stadium","Fremantle","Sydney",50,19
2020,13,2020-08-21,"19:20:00","NT","Marrara Oval","Gold Coast","Carlton",27,60
2020,13,2020-08-22,"16:05:00","SA","Adelaide Oval","Port Adelaide","Hawthorn",68,58
2020,13,2020-08-23,"16:10:00","WA","Perth Stadium","West Coast","Greater Western Sydney",61,49
2020,13,2020-08-22,"13:45:00","QLD","Carrara","Western Bulldogs","Melbourne",80,52
2020,14,2020-08-30,"15:35:00","QLD","Gabba","Carlton","Collingwood",48,72
2020,14,2020-08-29,"14:35:00","WA","Perth Stadium","Fremantle","Greater Western Sydney",53,91
2020,14,2020-08-30,"18:10:00","QLD","Carrara","Gold Coast","North Melbourne",91,28
2020,14,2020-08-27,"16:10:00","SA","Adelaide Oval","Hawthorn","Essendon",71,87
2020,14,2020-08-29,"19:10:00","NT","Traeger Park","Melbourne","St Kilda",52,49
2020,14,2020-08-29,"13:15:00","SA","Adelaide Oval","Port Adelaide","Sydney",73,47
2020,14,2020-08-27,"19:10:00","QLD","Carrara","Richmond","West Coast",88,61
2020,14,2020-08-28,"19:50:00","QLD","Carrara","Western Bulldogs","Geelong",61,72
2020,15,2020-09-04,"19:50:00","QLD","Gabba","Brisbane Lions","Collingwood",42,34
2020,15,2020-09-03,"19:10:00","QLD","Carrara","Greater Western Sydney","Carlton",48,39
2020,15,2020-09-01,"17:10:00","SA","Adelaide Oval","Hawthorn","Adelaide",48,83
2020,15,2020-09-02,"19:10:00","QLD","Carrara","Richmond","Fremantle",56,29
2020,15,2020-09-03,"16:40:00","QLD","Cazaly's Stadium","Sydney","Melbourne",67,46
2020,15,2020-09-01,"20:10:00","QLD","Gabba","West Coast","Essendon",60,45
2020,16,2020-09-08,"17:10:00","SA","Adelaide Oval","Adelaide","Greater Western Sydney",59,47
2020,16,2020-09-09,"19:10:00","QLD","Gabba","Brisbane Lions","Gold Coast",88,43
2020,16,2020-09-08,"20:10:00","QLD","Carrara","Carlton","Sydney",57,52
2020,16,2020-09-06,"15:35:00","QLD","Gabba","Geelong","Essendon",108,42
2020,16,2020-09-07,"19:10:00","QLD","Cazaly's Stadium","Melbourne","Fremantle",33,47
2020,16,2020-09-05,"19:40:00","QLD","Carrara","North Melbourne","Port Adelaide",42,78
2020,16,2020-09-06,"13:05:00","QLD","Carrara","St Kilda","Hawthorn",80,66
2020,16,2020-09-06,"18:10:00","QLD","Carrara","Western Bulldogs","West Coast",49,47
2020,17,2020-09-13,"13:05:00","QLD","Carrara","Carlton","Adelaide",56,72
2020,17,2020-09-14,"19:10:00","QLD","Gabba","Collingwood","Gold Coast",68,46
2020,17,2020-09-11,"19:50:00","QLD","Carrara","Geelong","Richmond",31,57
2020,17,2020-09-12,"19:40:00","QLD","Gabba","Greater Western Sydney","Melbourne",74,79
2020,17,2020-09-13,"15:05:00","SA","Adelaide Oval","Hawthorn","Western Bulldogs",40,76
2020,17,2020-09-12,"14:10:00","QLD","Carrara","North Melbourne","Fremantle",35,99
2020,17,2020-09-12,"16:35:00","SA","Adelaide Oval","Port Adelaide","Essendon",79,29
2020,17,2020-09-10,"19:10:00","QLD","Gabba","St Kilda","West Coast",50,65
2020,17,2020-09-13,"18:10:00","QLD","Cazaly's Stadium","Sydney","Brisbane Lions",41,73
2020,18,2020-09-19,"16:40:00","SA","Adelaide Oval","Adelaide","Richmond",33,77
2020,18,2020-09-19,"19:40:00","QLD","Gabba","Brisbane Lions","Carlton",78,61
2020,18,2020-09-21,"19:15:00","QLD","Gabba","Collingwood","Port Adelaide",45,61
2020,18,2020-09-19,"14:10:00","QLD","Carrara","Essendon","Melbourne",49,68
2020,18,2020-09-20,"18:10:00","QLD","Cazaly's Stadium","Fremantle","Western Bulldogs",44,74
2020,18,2020-09-20,"12:35:00","SA","Adelaide Oval","Hawthorn","Gold Coast",108,57
2020,18,2020-09-17,"19:10:00","QLD","Carrara","North Melbourne","West Coast",34,49
2020,18,2020-09-18,"19:50:00","QLD","Gabba","St Kilda","Greater Western Sydney",82,30
2020,18,2020-09-20,"15:35:00","QLD","Carrara","Sydney","Geelong",63,69
2020,19,2020-10-02,"19:50:00","QLD","Gabba","Brisbane Lions","Richmond",69,54
2020,19,2020-10-01,"19:10:00","SA","Adelaide Oval","Port Adelaide","Geelong",58,42
2020,19,2020-10-03,"16:40:00","QLD","Gabba","St Kilda","Western Bulldogs",67,64
2020,19,2020-10-03,"18:10:00","WA","Perth Stadium","West Coast","Collingwood",75,76
2020,20,2020-10-10,"18:40:00","QLD","Gabba","Geelong","Collingwood",100,32
2020,20,2020-10-09,"18:50:00","QLD","Carrara","Richmond","St Kilda",80,49
2020,21,2020-10-17,"18:40:00","QLD","Gabba","Brisbane Lions","Geelong",42,82
2020,21,2020-10-16,"19:20:00","SA","Adelaide Oval","Port Adelaide","Richmond",40,46
2020,22,2020-10-24,"18:30:00","QLD","Gabba","Richmond","Geelong",81,50
2021,1,2021-03-20,"16:05:00","SA","Adelaide Oval","Adelaide","Geelong",103,91
2021,1,2021-03-20,"18:45:00","QLD","Gabba","Brisbane Lions","Sydney",94,125
2021,1,2021-03-19,"19:50:00","VIC","M.C.G.","Collingwood","Western Bulldogs",53,69
2021,1,2021-03-20,"19:25:00","VIC","Docklands","Essendon","Hawthorn",91,92
2021,1,2021-03-21,"15:20:00","NSW","Sydney Showground","Greater Western Sydney","St Kilda",78,86
2021,1,2021-03-20,"13:45:00","VIC","M.C.G.","Melbourne","Fremantle",80,58
2021,1,2021-03-21,"13:10:00","VIC","Docklands","North Melbourne","Port Adelaide",65,117
2021,1,2021-03-18,"19:25:00","VIC","M.C.G.","Richmond","Carlton",105,80
2021,1,2021-03-21,"15:10:00","WA","Perth Stadium","West Coast","Gold Coast",83,58
2021,2,2021-03-25,"19:20:00","VIC","M.C.G.","Carlton","Collingwood",85,106
2021,2,2021-03-28,"15:10:00","WA","Perth Stadium","Fremantle","Greater Western Sydney",87,56
2021,2,2021-03-26,"19:50:00","VIC","Kardinia Park","Geelong","Brisbane Lions",81,80
2021,2,2021-03-27,"19:10:00","QLD","Carrara","Gold Coast","North Melbourne",98,39
2021,2,2021-03-28,"13:10:00","VIC","M.C.G.","Hawthorn","Richmond",49,78
2021,2,2021-03-27,"16:05:00","SA","Adelaide Oval","Port Adelaide","Essendon",119,65
2021,2,2021-03-27,"19:25:00","VIC","Docklands","St Kilda","Melbourne",73,91
2021,2,2021-03-27,"13:45:00","NSW","S.C.G.","Sydney","Adelaide",121,88
2021,2,2021-03-28,"15:20:00","VIC","Docklands","Western Bulldogs","West Coast",100,93
2021,3,2021-04-02,"19:20:00","SA","Adelaide Oval","Adelaide","Gold Coast",95,85
2021,3,2021-04-04,"15:20:00","VIC","Docklands","Carlton","Fremantle",109,64
2021,3,2021-04-01,"19:40:00","VIC","Docklands","Collingwood","Brisbane Lions",72,73
2021,3,2021-04-03,"16:35:00","VIC","Docklands","Essendon","St Kilda",143,68
2021,3,2021-04-05,"15:20:00","VIC","M.C.G.","Geelong","Hawthorn",69,64
2021,3,2021-04-04,"18:10:00","ACT","Manuka Oval","Greater Western Sydney","Melbourne",68,102
2021,3,2021-04-02,"16:20:00","VIC","Docklands","North Melbourne","Western Bulldogs",39,167
2021,3,2021-04-03,"13:45:00","VIC","M.C.G.","Richmond","Sydney",72,117
2021,3,2021-04-03,"17:10:00","WA","Perth Stadium","West Coast","Port Adelaide",108,71
2021,4,2021-04-10,"19:25:00","VIC","M.C.G.","Collingwood","Greater Western Sydney",60,90
2021,4,2021-04-11,"14:40:00","WA","Perth Stadium","Fremantle","Hawthorn",96,81
2021,4,2021-04-10,"19:25:00","QLD","Carrara","Gold Coast","Carlton",59,70
2021,4,2021-04-11,"15:20:00","VIC","M.C.G.","Melbourne","Geelong",85,60
