"year","round","date","time","region","venue","hteam","ateam","hscore","ascore","is_grand_final","is_final","home_win","hdiff"
2019,2,2019-03-30,"17:10:00","WA","Perth Stadium","West Coast","Greater Western Sydney",104,52,0,0,1,52
2019,3,2019-04-04,"19:20:00","SA","Adelaide Oval","Adelaide","Geelong",75,99,0,0,0,-24
2019,3,2019-04-06,"18:25:00","QLD","Gabba","Brisbane Lions","Port Adelaide",107,90,0,0,1,17
2019,3,2019-04-06,"13:45:00","VIC","Marvel Stadium","Carlton","Sydney",74,93,0,0,0,-19
2019,3,2019-04-06,"19:25:00","VIC","M.C.G.","Collingwood","West Coast",76,98,0,0,0,-22
2019,3,2019-04-07,"15:20:00","WA","Perth Stadium","Fremantle","St Kilda",71,66,0,0,1,5
2019,3,2019-04-06,"16:35:00","NSW","Sydney Showground","Greater Western Sydney","Richmond",125,76,0,0,1,49
2019,3,2019-04-07,"15:20:00","VIC","M.C.G.","Hawthorn","North Melbourne",87,71,0,0,1,16
2019,3,2019-04-05,"19:50:00","VIC","M.C.G.","Melbourne","Essendon",112,130,0,0,0,-18
2019,3,2019-04-07,"14:20:00","VIC","Marvel Stadium","Western Bulldogs","Gold Coast",68,73,0,0,0,-5
2019,4,2019-04-12,"19:50:00","VIC","M.C.G.","Collingwood","Western Bulldogs",78,64,0,0,1,14
2019,4,2019-04-13,"14:10:00","VIC","M.C.G.","Essendon","Brisbane Lions",112,65,0,0,1,47
2019,4,2019-04-13,"13:45:00","VIC","Kardinia Park","Geelong","Greater Western Sydney",75,79,0,0,0,-4
2019,4,2019-04-14,"14:40:00","QLD","Carrara","Gold Coast","Carlton",59,57,0,0,1,2
2019,4,2019-04-13,"19:25:00","VIC","Marvel Stadium","North Melbourne","Adelaide",71,59,0,0,1,12
2019,4,2019-04-13,"16:05:00","SA","Adelaide Oval","Port Adelaide","Richmond",92,99,0,0,0,-7
2019,4,2019-04-14,"15:20:00","VIC","Marvel Stadium","St Kilda","Hawthorn",74,69,0,0,1,5
2019,4,2019-04-11,"19:20:00","NSW","S.C.G.","Sydney","Melbourne",78,100,0,0,0,-22
2019,4,2019-04-13,"18:10:00","WA","Perth Stadium","West Coast","Fremantle",69,56,0,0,1,13
2019,5,2019-04-21,"16:10:00","SA","Adelaide Oval","Adelaide","Gold Coast",119,46,0,0,1,73
2019,5,2019-04-18,"19:35:00","QLD","Gabba","Brisbane Lions","Collingwood",61,123,0,0,0,-62
2019,5,2019-04-20,"13:45:00","ACT","Manuka Oval","Greater Western Sydney","Fremantle",82,106,0,0,0,-24
2019,5,2019-04-22,"15:20:00","VIC","M.C.G.","Hawthorn","Geelong",90,113,0,0,0,-23
2019,5,2019-04-20,"16:35:00","VIC","M.C.G.","Melbourne","St Kilda",55,95,0,0,0,-40
2019,5,2019-04-19,"16:20:00","VIC","Marvel Stadium","North Melbourne","Essendon",58,116,0,0,0,-58
2019,5,2019-04-20,"19:25:00","VIC","Marvel Stadium","Richmond","Sydney",89,67,0,0,1,22
2019,5,2019-04-19,"18:10:00","WA","Perth Stadium","West Coast","Port Adelaide",53,95,0,0,0,-42
2019,5,2019-04-21,"13:10:00","VIC","Marvel Stadium","Western Bulldogs","Carlton",57,101,0,0,0,-44
2019,6,2019-04-25,"15:20:00","VIC","M.C.G.","Essendon","Collingwood",69,73,0,0,0,-4
2019,6,2019-04-27,"18:10:00","WA","Perth Stadium","Fremantle","Western Bulldogs",88,69,0,0,1,19
2019,6,2019-04-28,"16:40:00","VIC","Kardinia Park","Geelong","West Coast",104,46,0,0,1,58
2019,6,2019-04-27,"13:45:00","QLD","Carrara","Gold Coast","Brisbane Lions",62,111,0,0,0,-49
2019,6,2019-04-28,"15:20:00","TAS","York Park","Hawthorn","Carlton",93,88,0,0,1,5
2019,6,2019-04-26,"19:20:00","SA","Adelaide Oval","Port Adelaide","North Melbourne",88,72,0,0,1,16
2019,6,2019-04-24,"19:35:00","VIC","M.C.G.","Richmond","Melbourne",85,42,0,0,1,43
2019,6,2019-04-27,"16:35:00","VIC","Marvel Stadium","St Kilda","Adelaide",68,97,0,0,0,-29
2019,6,2019-04-27,"19:25:00","NSW","S.C.G.","Sydney","Greater Western Sydney",79,120,0,0,0,-41
2019,7,2019-05-05,"16:10:00","SA","Adelaide Oval","Adelaide","Fremantle",51,34,0,0,1,17
2019,7,2019-05-04,"16:35:00","QLD","Gabba","Brisbane Lions","Sydney",103,81,0,0,1,22
2019,7,2019-05-05,"13:10:00","VIC","Marvel Stadium","Carlton","North Melbourne",62,120,0,0,0,-58
2019,7,2019-05-03,"19:50:00","VIC","Marvel Stadium","Collingwood","Port Adelaide",108,69,0,0,1,39
2019,7,2019-05-05,"15:20:00","VIC","M.C.G.","Geelong","Essendon",86,54,0,0,1,32
2019,7,2019-05-04,"13:45:00","ACT","Manuka Oval","Greater Western Sydney","St Kilda",114,70,0,0,1,44
2019,7,2019-05-04,"13:45:00","VIC","M.C.G.","Melbourne","Hawthorn",79,74,0,0,1,5
2019,7,2019-05-04,"18:10:00","WA","Perth Stadium","West Coast","Gold Coast",80,57,0,0,1,23
2019,7,2019-05-04,"19:25:00","VIC","Marvel Stadium","Western Bulldogs","Richmond",99,52,0,0,1,47
2019,8,2019-05-11,"13:45:00","VIC","M.C.G.","Carlton","Collingwood",87,106,0,0,0,-19
2019,8,2019-05-12,"15:20:00","WA","Perth Stadium","Fremantle","Richmond",86,111,0,0,0,-25
2019,8,2019-05-11,"16:35:00","QLD","Carrara","Gold Coast","Melbourne",60,61,0,0,0,-1
2019,8,2019-05-12,"15:20:00","VIC","M.C.G.","Hawthorn","Greater Western Sydney",71,38,0,0,1,33
2019,8,2019-05-12,"13:10:00","VIC","Marvel Stadium","North Melbourne","Geelong",80,104,0,0,0,-24
2019,8,2019-05-11,"19:10:00","SA","Adelaide Oval","Port Adelaide","Adelaide",68,88,0,0,0,-20
2019,8,2019-05-11,"19:25:00","VIC","Marvel Stadium","St Kilda","West Coast",70,88,0,0,0,-18
2019,8,2019-05-10,"19:50:00","NSW","S.C.G.","Sydney","Essendon",77,72,0,0,1,5
2019,8,2019-05-11,"13:45:00","VIC","Eureka Stadium","Western Bulldogs","Brisbane Lions",92,76,0,0,1,16
2019,9,2019-05-18,"14:10:00","QLD","Gabba","Brisbane Lions","Adelaide",93,92,0,0,1,1
2019,9,2019-05-18,"13:45:00","VIC","M.C.G.","Collingwood","St Kilda",112,71,0,0,1,41
2019,9,2019-05-18,"19:25:00","VIC","Marvel Stadium","Essendon","Fremantle",60,53,0,0,1,7
2019,9,2019-05-18,"16:35:00","VIC","Kardinia Park","Geelong","Western Bulldogs",133,89,0,0,1,44
2019,9,2019-05-19,"16:40:00","NSW","Sydney Showground","Greater Western Sydney","Carlton",138,45,0,0,1,93
2019,9,2019-05-18,"19:25:00","TAS","Bellerive Oval","North Melbourne","Sydney",72,77,0,0,0,-5
2019,9,2019-05-19,"12:40:00","SA","Adelaide Oval","Port Adelaide","Gold Coast",89,51,0,0,1,38
2019,9,2019-05-19,"15:20:00","VIC","M.C.G.","Richmond","Hawthorn",95,59,0,0,1,36
2019,9,2019-05-17,"18:10:00","WA","Perth Stadium","West Coast","Melbourne",85,69,0,0,1,16
2019,10,2019-05-25,"16:05:00","SA","Adelaide Oval","Adelaide","West Coast",73,85,0,0,0,-12
2019,10,2019-05-26,"15:20:00","WA","Perth Stadium","Fremantle","Brisbane Lions",73,72,0,0,1,1
2019,10,2019-05-25,"19:25:00","QLD","Carrara","Gold Coast","Geelong",64,91,0,0,0,-27
2019,10,2019-05-25,"13:45:00","TAS","York Park","Hawthorn","Port Adelaide",80,49,0,0,1,31
2019,10,2019-05-26,"13:10:00","VIC","M.C.G.","Melbourne","Greater Western Sydney",68,94,0,0,0,-26
2019,10,2019-05-25,"19:25:00","VIC","M.C.G.","Richmond","Essendon",73,50,0,0,1,23
2019,10,2019-05-26,"15:20:00","VIC","Marvel Stadium","St Kilda","Carlton",68,55,0,0,1,13
2019,10,2019-05-24,"19:50:00","NSW","S.C.G.","Sydney","Collingwood",73,80,0,0,0,-7
2019,10,2019-05-25,"14:10:00","VIC","Marvel Stadium","Western Bulldogs","North Melbourne",90,115,0,0,0,-25
2019,11,2019-06-01,"19:25:00","QLD","Gabba","Brisbane Lions","Hawthorn",85,66,0,0,1,19
2019,11,2019-06-01,"13:45:00","VIC","M.C.G.","Collingwood","Fremantle",75,79,0,0,0,-4
2019,11,2019-06-02,"15:20:00","VIC","M.C.G.","Essendon","Carlton",74,33,0,0,1,41
2019,11,2019-06-01,"16:35:00","VIC","Kardinia Park","Geelong","Sydney",85,63,0,0,1,22
2019,11,2019-06-01,"13:45:00","NSW","Sydney Showground","Greater Western Sydney","Gold Coast",126,43,0,0,1,83
2019,11,2019-06-01,"19:10:00","NT","Marrara Oval","Melbourne","Adelaide",88,90,0,0,0,-2
2019,11,2019-05-31,"19:50:00","VIC","Marvel Stadium","North Melbourne","Richmond",99,62,0,0,1,37
2019,11,2019-06-02,"12:40:00","CHN","Jiangwan Stadium","St Kilda","Port Adelaide",69,139,0,0,0,-70
2019,11,2019-06-02,"15:20:00","WA","Perth Stadium","West Coast","Western Bulldogs",133,72,0,0,1,61
2019,12,2019-06-08,"19:10:00","SA","Adelaide Oval","Adelaide","Greater Western Sydney",82,61,0,0,1,21
2019,12,2019-06-08,"13:45:00","VIC","Marvel Stadium","Carlton","Brisbane Lions",78,63,0,0,1,15
2019,12,2019-06-10,"15:20:00","VIC","M.C.G.","Collingwood","Melbourne",98,57,0,0,1,41
2019,12,2019-06-08,"16:35:00","QLD","Carrara","Gold Coast","North Melbourne",72,99,0,0,0,-27
2019,12,2019-06-07,"19:50:00","VIC","M.C.G.","Richmond","Geelong",37,104,0,0,0,-67
2019,12,2019-06-09,"15:20:00","NSW","S.C.G.","Sydney","West Coast",116,71,0,0,1,45
2019,13,2019-06-13,"19:20:00","SA","Adelaide Oval","Adelaide","Richmond",101,68,0,0,1,33
2019,13,2019-06-15,"19:25:00","VIC","Marvel Stadium","Carlton","Western Bulldogs",100,103,0,0,0,-3
2019,13,2019-06-14,"19:50:00","VIC","Marvel Stadium","Essendon","Hawthorn",96,77,0,0,1,19
2019,13,2019-06-15,"14:35:00","WA","Perth Stadium","Fremantle","Port Adelaide",100,79,0,0,1,21
2019,13,2019-06-15,"13:45:00","QLD","Riverway Stadium","Gold Coast","St Kilda",76,80,0,0,0,-4
2019,13,2019-06-16,"15:20:00","TAS","Bellerive Oval","North Melbourne","Greater Western Sydney",68,91,0,0,0,-23
2019,14,2019-06-22,"13:45:00","VIC","M.C.G.","Melbourne","Fremantle",85,71,0,0,1,14
2019,14,2019-06-22,"19:10:00","SA","Adelaide Oval","Port Adelaide","Geelong",67,56,0,0,1,11
2019,14,2019-06-22,"16:35:00","VIC","Marvel Stadium","St Kilda","Brisbane Lions",59,115,0,0,0,-56
2019,14,2019-06-21,"19:50:00","NSW","S.C.G.","Sydney","Hawthorn",82,63,0,0,1,19
2019,14,2019-06-20,"18:10:00","WA","Perth Stadium","West Coast","Essendon",106,71,0,0,1,35
2019,14,2019-06-23,"15:20:00","VIC","Marvel Stadium","Western Bulldogs","Collingwood",73,82,0,0,0,-9
2019,15,2019-06-30,"15:20:00","QLD","Gabba","Brisbane Lions","Melbourne",107,74,0,0,1,33
2019,15,2019-06-29,"19:25:00","VIC","Marvel Stadium","Collingwood","North Melbourne",37,81,0,0,0,-44
2019,15,2019-06-27,"19:20:00","VIC","Marvel Stadium","Essendon","Greater Western Sydney",77,71,0,0,1,6
2019,15,2019-06-30,"15:20:00","WA","Perth Stadium","Fremantle","Carlton",75,79,0,0,0,-4
2019,15,2019-06-28,"19:50:00","VIC","Kardinia Park","Geelong","Adelaide",96,69,0,0,1,27
2019,15,2019-06-29,"13:45:00","VIC","M.C.G.","Hawthorn","West Coast",71,77,0,0,0,-6
2019,15,2019-06-29,"19:10:00","SA","Adelaide Oval","Port Adelaide","Western Bulldogs",41,66,0,0,0,-25
2019,15,2019-06-30,"13:10:00","VIC","Marvel Stadium","St Kilda","Richmond",70,103,0,0,0,-33
2019,15,2019-06-29,"16:35:00","NSW","S.C.G.","Sydney","Gold Coast",93,51,0,0,1,42
2019,16,2019-07-06,"16:05:00","SA","Adelaide Oval","Adelaide","Port Adelaide",44,101,0,0,0,-57
2019,16,2019-07-07,"13:10:00","VIC","M.C.G.","Carlton","Melbourne",100,105,0,0,0,-5
2019,16,2019-07-06,"13:45:00","VIC","M.C.G.","Essendon","Sydney",76,66,0,0,1,10
2019,16,2019-07-06,"18:10:00","WA","Perth Stadium","Fremantle","West Coast",31,122,0,0,0,-91
2019,16,2019-07-06,"14:10:00","QLD","Carrara","Gold Coast","Richmond",58,150,0,0,0,-92
2019,16,2019-07-07,"16:40:00","NSW","Sydney Showground","Greater Western Sydney","Brisbane Lions",74,94,0,0,0,-20
2019,16,2019-07-05,"19:50:00","VIC","M.C.G.","Hawthorn","Collingwood",67,63,0,0,1,4
2019,16,2019-07-07,"15:20:00","TAS","Bellerive Oval","North Melbourne","St Kilda",112,73,0,0,1,39
2019,16,2019-07-06,"19:25:00","VIC","Marvel Stadium","Western Bulldogs","Geelong",71,55,0,0,1,16
2019,17,2019-07-13,"16:35:00","VIC","Marvel Stadium","Essendon","North Melbourne",86,81,0,0,1,5
2019,17,2019-07-13,"19:25:00","VIC","Kardinia Park","Geelong","St Kilda",84,57,0,0,1,27
2019,17,2019-07-13,"19:25:00","QLD","Carrara","Gold Coast","Adelaide",56,151,0,0,0,-95
2019,17,2019-07-13,"14:10:00","TAS","York Park","Hawthorn","Fremantle",84,53,0,0,1,31
2019,17,2019-07-14,"16:10:00","SA","Adelaide Oval","Port Adelaide","Brisbane Lions",49,97,0,0,0,-48
2019,17,2019-07-14,"13:10:00","VIC","M.C.G.","Richmond","Greater Western Sydney",94,67,0,0,1,27
2019,17,2019-07-13,"13:45:00","NSW","S.C.G.","Sydney","Carlton",62,69,0,0,0,-7
2019,17,2019-07-12,"18:10:00","WA","Perth Stadium","West Coast","Collingwood",77,78,0,0,0,-1
2019,17,2019-07-14,"15:20:00","VIC","Marvel Stadium","Western Bulldogs","Melbourne",74,66,0,0,1,8
2019,18,2019-07-19,"19:20:00","SA","Adelaide Oval","Adelaide","Essendon",75,96,0,0,0,-21
2019,18,2019-07-20,"19:25:00","QLD","Gabba","Brisbane Lions","North Melbourne",87,75,0,0,1,12
2019,18,2019-07-20,"14:10:00","VIC","Marvel Stadium","Carlton","Gold Coast",99,75,0,0,1,24
2019,18,2019-07-20,"18:10:00","WA","Perth Stadium","Fremantle","Sydney",52,51,0,0,1,1
2019,18,2019-07-21,"13:10:00","VIC","M.C.G.","Geelong","Hawthorn",61,85,0,0,0,-24
2019,18,2019-07-20,"16:35:00","NSW","Sydney Showground","Greater Western Sydney","Collingwood",122,75,0,0,1,47
2019,18,2019-07-21,"14:50:00","NT","Traeger Park","Melbourne","West Coast",78,91,0,0,0,-13
2019,18,2019-07-20,"13:45:00","VIC","M.C.G.","Richmond","Port Adelaide",101,63,0,0,1,38
2019,18,2019-07-21,"16:40:00","VIC","Marvel Stadium","St Kilda","Western Bulldogs",116,89,0,0,1,27
2019,19,2019-07-27,"14:10:00","VIC","M.C.G.","Carlton","Adelaide",87,60,0,0,1,27
2019,19,2019-07-26,"19:50:00","VIC","M.C.G.","Collingwood","Richmond",66,98,0,0,0,-32
2019,19,2019-07-28,"16:40:00","QLD","Carrara","Gold Coast","Essendon",96,106,0,0,0,-10
2019,19,2019-07-27,"13:45:00","TAS","York Park","Hawthorn","Brisbane Lions",60,87,0,0,0,-27
2019,19,2019-07-27,"19:10:00","SA","Adelaide Oval","Port Adelaide","Greater Western Sydney",55,56,0,0,0,-1
2019,19,2019-07-27,"19:25:00","VIC","Marvel Stadium","St Kilda","Melbourne",104,85,0,0,1,19
2019,19,2019-07-28,"15:20:00","NSW","S.C.G.","Sydney","Geelong",80,107,0,0,0,-27
2019,19,2019-07-27,"14:35:00","WA","Perth Stadium","West Coast","North Melbourne",121,72,0,0,1,49
2019,19,2019-07-28,"13:10:00","VIC","Marvel Stadium","Western Bulldogs","Fremantle",113,66,0,0,1,47
2019,20,2019-08-03,"19:10:00","SA","Adelaide Oval","Adelaide","St Kilda",92,70,0,0,1,22
2019,20,2019-08-04,"16:40:00","QLD","Gabba","Brisbane Lions","Western Bulldogs",98,80,0,0,1,18
2019,20,2019-08-04,"15:20:00","VIC","Marvel Stadium","Carlton","West Coast",75,99,0,0,0,-24
2019,20,2019-08-04,"13:10:00","VIC","M.C.G.","Collingwood","Gold Coast",120,51,0,0,1,69
2019,20,2019-08-03,"13:45:00","VIC","Marvel Stadium","Essendon","Port Adelaide",67,126,0,0,0,-59
2019,20,2019-08-03,"14:35:00","WA","Perth Stadium","Fremantle","Geelong",95,61,0,0,1,34
2019,20,2019-08-03,"14:10:00","NSW","Sydney Showground","Greater Western Sydney","Sydney",83,81,0,0,1,2
2019,20,2019-08-03,"19:25:00","VIC","M.C.G.","Melbourne","Richmond",60,93,0,0,0,-33
2019,20,2019-08-02,"19:50:00","VIC","Marvel Stadium","North Melbourne","Hawthorn",86,64,0,0,1,22
2019,21,2019-08-10,"16:35:00","QLD","Gabba","Brisbane Lions","Gold Coast",144,53,0,0,1,91
2019,21,2019-08-10,"19:25:00","VIC","Marvel Stadium","Essendon","Western Bulldogs",33,137,0,0,0,-104
2019,21,2019-08-10,"19:25:00","VIC","Kardinia Park","Geelong","North Melbourne",69,14,0,0,1,55
2019,21,2019-08-09,"19:50:00","ACT","Manuka Oval","Greater Western Sydney","Hawthorn",29,85,0,0,0,-56
2019,21,2019-08-10,"13:45:00","VIC","M.C.G.","Melbourne","Collingwood",53,70,0,0,0,-17
2019,21,2019-08-10,"13:40:00","SA","Adelaide Oval","Port Adelaide","Sydney",103,56,0,0,1,47
2019,21,2019-08-11,"15:20:00","VIC","M.C.G.","Richmond","Carlton",73,45,0,0,1,28
2019,21,2019-08-11,"13:10:00","VIC","Marvel Stadium","St Kilda","Fremantle",72,69,0,0,1,3
2019,21,2019-08-11,"14:40:00","WA","Perth Stadium","West Coast","Adelaide",90,80,0,0,1,10
2019,22,2019-08-17,"16:05:00","SA","Adelaide Oval","Adelaide","Collingwood",48,114,0,0,0,-66
2019,22,2019-08-17,"14:10:00","QLD","Gabba","Brisbane Lions","Geelong",75,74,0,0,1,1
2019,22,2019-08-17,"13:45:00","VIC","M.C.G.","Carlton","St Kilda",78,68,0,0,1,10
2019,22,2019-08-17,"18:10:00","WA","Perth Stadium","Fremantle","Essendon",55,87,0,0,0,-32
2019,22,2019-08-18,"15:20:00","NSW","Sydney Showground","Greater Western Sydney","Western Bulldogs",65,126,0,0,0,-61
2019,22,2019-08-18,"16:40:00","VIC","Marvel Stadium","Hawthorn","Gold Coast",118,48,0,0,1,70
2019,22,2019-08-16,"19:50:00","VIC","M.C.G.","Melbourne","Sydney",42,95,0,0,0,-53
2019,22,2019-08-17,"19:25:00","VIC","Marvel Stadium","North Melbourne","Port Adelaide",144,58,0,0,1,86
2019,22,2019-08-18,"13:10:00","VIC","M.C.G.","Richmond","West Coast",88,82,0,0,1,6
2019,23,2019-08-23,"19:50:00","VIC","M.C.G.","Collingwood","Essendon",76,65,0,0,1,11
2019,23,2019-08-24,"16:35:00","VIC","Kardinia Park","Geelong","Carlton",129,61,0,0,1,68
2019,23,2019-08-24,"19:25:00","QLD","Carrara","Gold Coast","Greater Western Sydney",55,127,0,0,0,-72
2019,23,2019-08-24,"14:10:00","TAS","Bellerive Oval","North Melbourne","Melbourne",88,83,0,0,1,5
2019,23,2019-08-25,"16:10:00","SA","Adelaide Oval","Port Adelaide","Fremantle",110,67,0,0,1,43
2019,23,2019-08-25,"15:20:00","VIC","M.C.G.","Richmond","Brisbane Lions",82,55,0,0,1,27
2019,23,2019-08-24,"13:45:00","NSW","S.C.G.","Sydney","St Kilda",109,64,0,0,1,45
2019,23,2019-08-24,"17:10:00","WA","Perth Stadium","West Coast","Hawthorn",67,105,0,0,0,-38
2019,23,2019-08-25,"13:10:00","VIC","Eureka Stadium","Western Bulldogs","Adelaide",121,87,0,0,1,34
2019,24,2019-09-07,"19:25:00","QLD","Gabba","Brisbane Lions","Richmond",65,112,0,3,0,-47
2019,24,2019-09-06,"19:50:00","VIC","M.C.G.","Geelong","Collingwood",51,61,0,3,0,-10
2019,24,2019-09-07,"15:20:00","NSW","Sydney Showground","Greater Western Sydney","Western Bulldogs",113,55,0,2,1,58
2019,24,2019-09-05,"18:10:00","WA","Perth Stadium","West Coast","Essendon",116,61,0,2,1,55
2019,25,2019-09-14,"19:25:00","QLD","Gabba","Brisbane Lions","Greater Western Sydney",80,83,0,4,0,-3
2019,25,2019-09-13,"19:50:00","VIC","M.C.G.","Geelong","West Coast",88,68,0,4,1,20
2019,26,2019-09-21,"16:35:00","VIC","M.C.G.","Collingwood","Greater Western Sydney",52,56,0,5,0,-4
2019,26,2019-09-20,"19:50:00","VIC","M.C.G.","Richmond","Geelong",85,66,0,5,1,19
2019,27,2019-09-28,"14:30:00","VIC","M.C.G.","Richmond","Greater Western Sydney",114,25,1,6,1,89
2020,1,2020-03-21,"16:35:00","SA","Adelaide Oval","Adelaide","Sydney",71,74,0,0,0,-3
2020,1,2020-03-21,"14:10:00","VIC","Docklands","Essendon","Fremantle",63,57,0,0,1,6
2020,1,2020-03-21,"18:40:00","QLD","Carrara","Gold Coast","Port Adelaide",29,76,0,0,0,-47
2020,1,2020-03-21,"19:40:00","NSW","Sydney Showground","Greater Western Sydney","Geelong",105,73,0,0,1,32
2020,1,2020-03-22,"15:35:00","VIC","M.C.G.","Hawthorn","Brisbane Lions",90,62,0,0,1,28
2020,1,2020-03-22,"13:05:00","VIC","Docklands","North Melbourne","St Kilda",56,54,0,0,1,2
2020,1,2020-03-19,"19:40:00","VIC","M.C.G.","Richmond","Carlton",105,81,0,0,1,24
2020,1,2020-03-22,"15:40:00","WA","Perth Stadium","West Coast","Melbourne",78,51,0,0,1,27
2020,1,2020-03-20,"19:50:00","VIC","Docklands","Western Bulldogs","Collingwood",34,86,0,0,0,-52
2020,2,2020-06-13,"13:45:00","QLD","Gabba","Brisbane Lions","Fremantle",81,69,0,0,1,12
2020,2,2020-06-13,"16:35:00","VIC","Docklands","Carlton","Melbourne",53,54,0,0,0,-1
2020,2,2020-06-11,"19:40:00","VIC","M.C.G.","Collingwood","Richmond",36,36,0,0,0,0
2020,2,2020-06-12,"19:50:00","VIC","Kardinia Park","Geelong","Hawthorn",108,47,0,0,1,61
2020,2,2020-06-13,"19:40:00","QLD","Carrara","Gold Coast","West Coast",90,46,0,0,1,44
2020,2,2020-06-14,"13:05:00","NSW","Sydney Showground","Greater Western Sydney","North Melbourne",60,80,0,0,0,-20
2020,2,2020-06-13,"19:10:00","SA","Adelaide Oval","Port Adelaide","Adelaide",110,35,0,0,1,75
2020,2,2020-06-14,"18:05:00","VIC","Docklands","St Kilda","Western Bulldogs",88,49,0,0,1,39
2020,2,2020-06-14,"15:35:00","NSW","S.C.G.","Sydney","Essendon",73,79,0,0,0,-6
2020,3,2020-06-20,"19:40:00","QLD","Gabba","Brisbane Lions","West Coast",74,44,0,0,1,30
2020,3,2020-06-20,"16:35:00","VIC","M.C.G.","Collingwood","St Kilda",81,37,0,0,1,44
2020,3,2020-06-21,"20:10:00","QLD","Carrara","Fremantle","Port Adelaide",41,70,0,0,0,-29
2020,3,2020-06-20,"19:40:00","VIC","Kardinia Park","Geelong","Carlton",77,79,0,0,0,-2
2020,3,2020-06-21,"15:05:00","QLD","Carrara","Gold Coast","Adelaide",82,29,0,0,1,53
2020,3,2020-06-20,"13:45:00","VIC","Docklands","North Melbourne","Sydney",60,71,0,0,0,-11
2020,3,2020-06-18,"19:40:00","VIC","M.C.G.","Richmond","Hawthorn",39,71,0,0,0,-32
2020,3,2020-06-19,"19:50:00","VIC","Docklands","Western Bulldogs","Greater Western Sydney",57,33,0,0,1,24
2020,4,2020-06-28,"13:05:00","QLD","Gabba","Brisbane Lions","Adelaide",83,46,0,0,1,37
2020,4,2020-06-27,"19:40:00","VIC","M.C.G.","Essendon","Carlton",51,52,0,0,0,-1
2020,4,2020-06-27,"19:40:00","QLD","Carrara","Gold Coast","Fremantle",64,51,0,0,1,13
2020,4,2020-06-26,"19:50:00","NSW","Sydney Showground","Greater Western Sydney","Collingwood",66,64,0,0,1,2
2020,4,2020-06-28,"18:10:00","VIC","Docklands","Hawthorn","North Melbourne",58,54,0,0,1,4
2020,4,2020-06-28,"15:35:00","VIC","M.C.G.","Melbourne","Geelong",44,47,0,0,0,-3
2020,4,2020-06-27,"13:45:00","QLD","Carrara","Port Adelaide","West Coast",89,41,0,0,1,48
2020,4,2020-06-27,"16:35:00","VIC","Docklands","St Kilda","Richmond",93,67,0,0,1,26
2020,4,2020-06-25,"19:40:00","NSW","S.C.G.","Sydney","Western Bulldogs",39,67,0,0,0,-28
2020,5,2020-07-05,"13:05:00","QLD","Carrara","Adelaide","Fremantle",34,54,0,0,0,-20
2020,5,2020-07-04,"19:40:00","QLD","Gabba","Brisbane Lions","Port Adelaide",85,48,0,0,1,37
2020,5,2020-07-02,"19:40:00","VIC","Docklands","Carlton","St Kilda",55,73,0,0,0,-18
2020,5,2020-07-03,"19:50:00","VIC","M.C.G.","Collingwood","Essendon",48,63,0,0,0,-15
2020,5,2020-07-04,"16:35:00","VIC","Kardinia Park","Geelong","Gold Coast",89,52,0,0,1,37
2020,5,2020-07-05,"18:10:00","NSW","Sydney Showground","Greater Western Sydney","Hawthorn",83,49,0,0,1,34
2020,5,2020-07-05,"15:35:00","VIC","M.C.G.","Melbourne","Richmond",52,79,0,0,0,-27
2020,5,2020-07-04,"13:45:00","QLD","Carrara","West Coast","Sydney",77,43,0,0,1,34
2020,5,2020-07-04,"19:40:00","VIC","Docklands","Western Bulldogs","North Melbourne",87,38,0,0,1,49
2020,6,2020-07-12,"18:45:00","QLD","Carrara","Carlton","Western Bulldogs",103,51,0,0,1,52
2020,6,2020-07-10,"19:50:00","NSW","Sydney Showground","Collingwood","Hawthorn",59,27,0,0,1,32
2020,6,2020-07-11,"19:40:00","QLD","Carrara","Essendon","North Melbourne",67,53,0,0,1,14
2020,6,2020-07-11,"12:35:00","QLD","Carrara","Fremantle","St Kilda",79,73,0,0,1,6
2020,6,2020-07-09,"19:40:00","NSW","S.C.G.","Geelong","Brisbane Lions",73,46,0,0,1,27
2020,6,2020-07-11,"18:05:00","NSW","Sydney Showground","Melbourne","Gold Coast",80,63,0,0,1,17
2020,6,2020-07-12,"13:05:00","QLD","Carrara","Port Adelaide","Greater Western Sydney",63,46,0,0,1,17
2020,6,2020-07-12,"15:35:00","QLD","Gabba","Richmond","Sydney",34,26,0,0,1,8
2020,6,2020-07-11,"15:05:00","QLD","Gabba","West Coast","Adelaide",67,34,0,0,1,33
